exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
236,1777522933,6,5,3574,4,3,0.2857,0.3333,0.25,1,2,3,4,7.75,0.258,0.396,0.358,0.442,13,0.433,0.435,0.312,0.714,7.75,0.258,0.371,0.34,0.406,0.5,0.4,11.0,0.367,0.072,0.056,0.1,0.567,0.19,12.5,0.417,0.0,0.0,0.0,0.6,0.1,ok,
237,1777522934,6,5,3427,4,3,0.5714,0.6667,0.5,2,1,2,4,5.75,0.192,0.322,0.342,0.312,12,0.4,0.143,0.125,0.167,5.75,0.192,0.322,0.342,0.312,0.4,0.143,8.25,0.275,0.0,0.0,0.0,0.433,0.0,8.5,0.283,0.0,0.0,0.0,0.433,0.133,ok,
238,1777522935,6,5,3472,4,3,0.8571,1.0,0.75,3,0,1,4,6.5,0.216,0.353,0.361,0.35,11,0.367,0.267,0.2,0.4,6.75,0.225,0.347,0.348,0.35,0.5,0.211,9.25,0.308,0.125,0.107,0.15,0.367,0.353,11.25,0.375,0.0,0.0,0.0,0.5,0.0,ok,
239,1777522936,6,5,3616,4,2,0.3333,0.5,0.25,1,1,3,3,10.667,0.355,0.267,0.224,0.333,18,0.6,0.308,0.2,0.667,8.333,0.278,0.369,0.315,0.444,0.467,0.3,12.0,0.4,0.1,0.083,0.133,0.633,0.095,13.333,0.444,0.0,0.0,0.0,0.6,0.0,ok,
240,1777522937,6,5,3234,4,4,1.0,1.0,1.0,4,0,0,5,6.6,0.22,0.307,0.307,0.357,11,0.367,0.267,0.333,0.222,6.4,0.213,0.312,0.317,0.357,0.333,0.286,10.6,0.353,0.0,0.0,0.0,0.533,0.2,10.6,0.353,0.0,0.0,0.0,0.567,0.105,ok,
241,1777522938,6,5,3405,4,3,0.5714,0.6667,0.5,2,1,2,4,2.0,0.067,0.668,0.729,0.625,5,0.167,0.286,0.25,0.333,2.25,0.075,0.652,0.688,0.625,0.2,0.25,7.25,0.242,0.0,0.0,0.0,0.333,0.0,7.25,0.242,0.0,0.0,0.0,0.333,0.0,ok,
242,1777522939,6,5,3439,4,3,0.5714,0.6667,0.5,2,1,2,4,7.25,0.242,0.422,0.428,0.471,12,0.4,0.4,0.4,0.4,7.25,0.242,0.419,0.42,0.471,0.367,0.476,12.0,0.4,0.0,0.0,0.0,0.633,0.24,12.25,0.408,0.0,0.0,0.0,0.733,0.0,ok,
243,1777522940,6,5,3679,4,2,0.6667,1.0,0.5,2,0,2,3,3.333,0.111,0.378,0.333,0.444,9,0.3,0.0,0.0,0.0,3.333,0.111,0.378,0.333,0.444,0.3,0.0,8.667,0.289,0.051,0.042,0.067,0.433,0.235,9.0,0.3,0.0,0.0,0.0,0.533,0.0,ok,
244,1777522941,6,5,3397,4,1,0.4,1.0,0.25,1,0,3,2,7.0,0.234,0.5,0.7,0.388,21,0.7,0.462,0.3,1.0,8.0,0.266,0.466,0.584,0.388,0.7,0.462,19.5,0.65,0.044,0.036,0.056,0.7,0.462,18.5,0.616,0.048,0.042,0.056,0.7,0.462,ok,
245,1777522942,6,5,3387,4,2,0.0,0.0,0.0,0,2,4,3,4.0,0.133,0.286,0.25,0.333,4,0.133,0.6,0.5,0.75,4.0,0.133,0.286,0.25,0.333,0.133,0.6,7.333,0.245,0.0,0.0,0.0,0.367,0.0,7.333,0.245,0.0,0.0,0.0,0.367,0.0,ok,
246,1777522943,6,5,3541,4,3,0.8571,1.0,0.75,3,0,1,4,7.5,0.25,0.456,0.521,0.445,10,0.333,0.444,0.571,0.364,7.5,0.25,0.456,0.521,0.445,0.333,0.444,16.5,0.55,0.0,0.0,0.0,0.667,0.231,16.5,0.55,0.0,0.0,0.0,0.733,0.083,ok,
247,1777522944,6,5,3428,4,3,0.8571,1.0,0.75,3,0,1,4,9.25,0.308,0.412,0.443,0.4,12,0.4,0.5,0.462,0.545,9.25,0.308,0.412,0.443,0.4,0.4,0.5,18.25,0.608,0.0,0.0,0.0,0.733,0.083,18.0,0.6,0.0,0.0,0.0,0.733,0.083,ok,
248,1777522945,6,5,3662,4,1,0.4,1.0,0.25,1,0,3,2,6.0,0.2,0.334,0.334,0.334,25,0.833,0.286,0.167,1.0,6.0,0.2,0.334,0.334,0.334,0.833,0.286,11.0,0.366,0.066,0.046,0.125,0.833,0.286,11.0,0.366,0.0,0.0,0.0,0.833,0.286,ok,
249,1777522946,6,5,3445,4,4,0.75,0.75,0.75,3,1,1,5,5.8,0.193,0.316,0.357,0.32,10,0.333,0.375,0.273,0.6,6.4,0.213,0.299,0.3,0.32,0.367,0.353,9.6,0.32,0.0,0.0,0.0,0.433,0.0,9.6,0.32,0.0,0.0,0.0,0.433,0.0,ok,
250,1777522947,6,5,3576,4,1,0.0,0.0,0.0,0,1,4,2,7.0,0.233,0.222,0.2,0.25,25,0.833,0.286,0.167,1.0,7.5,0.25,0.222,0.2,0.25,0.833,0.286,11.0,0.367,0.166,0.125,0.25,0.833,0.286,11.5,0.384,0.0,0.0,0.0,0.833,0.286,ok,
251,1777522948,6,5,3512,4,2,0.3333,0.5,0.25,1,1,3,3,8.667,0.289,0.356,0.338,0.621,9,0.3,0.667,0.562,0.818,8.333,0.278,0.365,0.37,0.621,0.3,0.667,15.333,0.511,0.042,0.033,0.056,0.667,0.375,16.333,0.545,0.0,0.0,0.0,0.867,0.0,ok,
252,1777522949,6,5,3484,4,3,0.5714,0.6667,0.5,2,1,2,4,7.0,0.233,0.125,0.094,0.188,12,0.4,0.143,0.1,0.25,7.0,0.233,0.125,0.094,0.188,0.4,0.143,8.75,0.292,0.092,0.073,0.125,0.467,0.222,9.75,0.325,0.0,0.0,0.0,0.5,0.118,ok,
253,1777522950,6,5,3586,4,1,0.4,1.0,0.25,1,0,3,2,7.0,0.234,0.566,0.458,0.75,22,0.733,0.421,0.267,1.0,6.5,0.217,0.576,0.47,0.75,0.733,0.421,12.5,0.417,0.111,0.084,0.166,0.733,0.421,13.5,0.45,0.056,0.042,0.084,0.733,0.421,ok,
254,1777522951,6,5,3724,4,4,0.75,0.75,0.75,3,1,1,5,8.2,0.273,0.421,0.573,0.333,11,0.367,0.267,0.333,0.222,8.4,0.28,0.414,0.554,0.333,0.4,0.25,18.0,0.6,0.052,0.043,0.067,0.767,0.148,19.0,0.633,0.0,0.0,0.0,0.8,0.0,ok,
255,1777522952,6,5,3469,4,4,0.75,0.75,0.75,3,1,1,5,5.2,0.173,0.479,0.606,0.46,13,0.433,0.316,0.231,0.5,5.0,0.166,0.479,0.606,0.46,0.433,0.316,10.2,0.34,0.133,0.111,0.167,0.533,0.385,11.6,0.387,0.0,0.0,0.0,0.6,0.0,ok,
256,1777522953,6,5,3288,4,4,1.0,1.0,1.0,4,0,0,5,6.4,0.213,0.461,0.487,0.462,13,0.433,0.381,0.308,0.5,6.4,0.213,0.443,0.477,0.429,0.333,0.444,13.0,0.433,0.0,0.0,0.0,0.667,0.091,12.6,0.42,0.027,0.022,0.033,0.633,0.095,ok,
257,1777522954,6,5,3341,4,4,1.0,1.0,1.0,4,0,0,5,7.8,0.26,0.221,0.247,0.204,11,0.367,0.154,0.2,0.125,7.6,0.253,0.293,0.29,0.32,0.267,0.5,12.2,0.407,0.0,0.0,0.0,0.633,0.095,12.4,0.413,0.0,0.0,0.0,0.667,0.0,ok,
258,1777522955,6,5,3635,4,2,0.6667,1.0,0.5,2,0,2,3,5.0,0.167,0.333,0.333,0.333,13,0.433,0.0,0.0,0.0,5.333,0.178,0.333,0.333,0.333,0.5,0.0,5.333,0.178,0.095,0.074,0.133,0.367,0.353,5.333,0.178,0.095,0.074,0.133,0.4,0.25,ok,
259,1777522956,6,5,3393,4,4,0.75,0.75,0.75,3,1,1,5,6.2,0.206,0.424,0.413,0.457,16,0.533,0.273,0.2,0.429,6.6,0.22,0.356,0.315,0.436,0.4,0.5,10.0,0.334,0.0,0.0,0.0,0.6,0.1,9.8,0.327,0.0,0.0,0.0,0.6,0.0,ok,
260,1777522957,6,5,3649,4,5,0.8889,0.8,1.0,4,1,0,6,8.833,0.295,0.44,0.526,0.421,10,0.333,0.667,0.526,0.909,14.167,0.472,0.161,0.146,0.198,0.567,0.514,19.167,0.639,0.0,0.0,0.0,0.8,0.143,19.0,0.633,0.0,0.0,0.0,0.833,0.0,ok,
261,1777522958,6,5,3417,4,3,0.8571,1.0,0.75,3,0,1,4,6.0,0.2,0.481,0.522,0.451,10,0.333,0.375,0.333,0.429,6.0,0.2,0.481,0.522,0.451,0.333,0.375,12.25,0.408,0.0,0.0,0.0,0.633,0.095,12.75,0.425,0.0,0.0,0.0,0.6,0.1,ok,
262,1777522959,6,5,3546,4,4,0.75,0.75,0.75,3,1,1,5,6.6,0.22,0.372,0.357,0.393,14,0.467,0.3,0.214,0.5,7.2,0.24,0.306,0.303,0.313,0.5,0.211,11.6,0.387,0.027,0.022,0.033,0.6,0.182,12.2,0.406,0.0,0.0,0.0,0.6,0.0,ok,
263,1777522960,6,5,3737,4,4,1.0,1.0,1.0,4,0,0,5,8.8,0.293,0.341,0.4,0.304,17,0.567,0.32,0.25,0.444,9.0,0.3,0.341,0.4,0.304,0.6,0.308,13.8,0.46,0.0,0.0,0.0,0.733,0.0,13.8,0.46,0.0,0.0,0.0,0.733,0.0,ok,
264,1777522961,6,5,3449,4,3,0.8571,1.0,0.75,3,0,1,4,6.5,0.217,0.514,0.531,0.576,6,0.2,0.727,0.571,1.0,6.5,0.217,0.514,0.531,0.576,0.2,0.727,13.75,0.458,0.0,0.0,0.0,0.567,0.19,13.75,0.458,0.0,0.0,0.0,0.567,0.19,ok,
265,1777522962,6,5,3614,4,2,0.6667,1.0,0.5,2,0,2,3,7.667,0.255,0.378,0.443,0.345,10,0.333,0.444,0.4,0.5,10.667,0.356,0.285,0.273,0.304,0.5,0.348,15.0,0.5,0.042,0.033,0.056,0.667,0.091,15.333,0.511,0.0,0.0,0.0,0.667,0.0,ok,
266,1777522963,6,5,3608,4,3,0.5714,0.6667,0.5,2,1,2,4,8.25,0.275,0.362,0.359,0.422,11,0.367,0.522,0.4,0.75,9.25,0.308,0.364,0.312,0.453,0.4,0.5,14.25,0.475,0.031,0.023,0.05,0.7,0.222,14.5,0.484,0.0,0.0,0.0,0.7,0.0,ok,
267,1777522964,6,5,3640,4,2,0.3333,0.5,0.25,1,1,3,3,6.333,0.211,0.417,0.4,0.454,15,0.5,0.118,0.125,0.111,6.333,0.211,0.467,0.428,0.537,0.533,0.111,11.0,0.367,0.083,0.067,0.111,0.667,0.231,11.0,0.367,0.087,0.071,0.111,0.633,0.24,ok,
268,1777522965,6,5,3561,4,3,0.5714,0.6667,0.5,2,1,2,4,8.0,0.266,0.344,0.363,0.338,11,0.367,0.421,0.364,0.5,7.0,0.233,0.387,0.437,0.348,0.333,0.375,10.5,0.35,0.272,0.224,0.354,0.633,0.345,14.75,0.492,0.0,0.0,0.0,0.833,0.0,ok,
269,1777522966,6,5,3325,4,3,0.8571,1.0,0.75,3,0,1,4,6.0,0.2,0.52,0.486,0.578,7,0.233,0.696,0.571,0.889,6.0,0.2,0.52,0.486,0.578,0.233,0.696,10.25,0.342,0.0,0.0,0.0,0.667,0.0,10.25,0.342,0.0,0.0,0.0,0.667,0.0,ok,
270,1777522967,6,5,3481,4,3,0.8571,1.0,0.75,3,0,1,4,4.5,0.15,0.386,0.375,0.404,8,0.267,0.429,0.375,0.5,4.5,0.15,0.386,0.375,0.404,0.267,0.429,7.5,0.25,0.0,0.0,0.0,0.467,0.0,7.5,0.25,0.0,0.0,0.0,0.467,0.0,ok,
271,1777522968,6,5,3253,4,3,0.5714,0.6667,0.5,2,1,2,4,7.75,0.258,0.387,0.417,0.368,12,0.4,0.538,0.438,0.7,7.5,0.25,0.372,0.414,0.343,0.367,0.56,8.25,0.275,0.385,0.336,0.457,0.4,0.6,15.25,0.508,0.0,0.0,0.0,0.767,0.0,ok,
272,1777522969,6,5,3502,4,3,0.5714,0.6667,0.5,2,1,2,4,9.5,0.317,0.111,0.1,0.125,14,0.467,0.3,0.273,0.333,10.0,0.333,0.1,0.083,0.125,0.433,0.381,12.0,0.4,0.046,0.036,0.062,0.6,0.25,11.75,0.392,0.0,0.0,0.0,0.633,0.0,ok,
273,1777522970,6,5,3498,4,1,0.4,1.0,0.25,1,0,3,2,9.0,0.3,0.184,0.25,0.155,23,0.767,0.378,0.233,1.0,9.0,0.3,0.184,0.25,0.155,0.767,0.378,14.5,0.484,0.059,0.046,0.084,0.767,0.378,14.5,0.484,0.059,0.046,0.084,0.767,0.378,ok,
274,1777522971,6,5,3677,4,4,0.75,0.75,0.75,3,1,1,5,7.4,0.247,0.395,0.456,0.352,6,0.2,0.7,0.583,0.875,5.4,0.18,0.555,0.66,0.486,0.267,0.5,15.0,0.5,0.0,0.0,0.0,0.7,0.087,15.2,0.507,0.0,0.0,0.0,0.733,0.0,ok,
275,1777522972,6,5,3484,4,2,0.6667,1.0,0.5,2,0,2,3,4.0,0.133,0.624,0.574,0.69,5,0.167,0.737,0.583,1.0,5.0,0.167,0.586,0.509,0.69,0.267,0.636,11.667,0.389,0.0,0.0,0.0,0.533,0.273,11.667,0.389,0.0,0.0,0.0,0.567,0.19,ok,
276,1777522973,6,5,3613,4,2,0.6667,1.0,0.5,2,0,2,3,9.333,0.311,0.318,0.324,0.342,9,0.3,0.526,0.556,0.5,9.333,0.311,0.353,0.357,0.375,0.333,0.5,11.333,0.378,0.359,0.306,0.442,0.567,0.452,18.0,0.6,0.0,0.0,0.0,0.8,0.0,ok,
277,1777522974,6,5,3529,4,4,1.0,1.0,1.0,4,0,0,5,8.4,0.28,0.339,0.286,0.451,15,0.5,0.4,0.294,0.625,7.0,0.233,0.433,0.399,0.541,0.433,0.48,13.0,0.433,0.0,0.0,0.0,0.7,0.16,12.4,0.413,0.0,0.0,0.0,0.7,0.0,ok,
278,1777522975,6,5,3767,4,4,1.0,1.0,1.0,4,0,0,5,4.8,0.16,0.45,0.515,0.502,8,0.267,0.5,0.444,0.571,4.8,0.16,0.45,0.515,0.502,0.267,0.5,7.8,0.26,0.198,0.169,0.386,0.433,0.48,9.6,0.32,0.057,0.033,0.2,0.5,0.348,ok,
279,1777522976,6,5,3525,4,5,0.4444,0.4,0.5,2,3,2,6,7.833,0.261,0.204,0.236,0.186,12,0.4,0.25,0.222,0.286,8.333,0.278,0.186,0.186,0.186,0.433,0.235,12.0,0.4,0.05,0.037,0.076,0.7,0.16,11.167,0.373,0.021,0.017,0.028,0.6,0.1,ok,
280,1777522977,6,5,3397,4,3,0.2857,0.3333,0.25,1,2,3,4,6.25,0.208,0.574,0.628,0.558,13,0.433,0.435,0.333,0.625,9.25,0.308,0.435,0.42,0.464,0.6,0.357,14.75,0.492,0.216,0.188,0.254,0.567,0.485,18.25,0.608,0.0,0.0,0.0,0.7,0.16,ok,
281,1777522978,6,5,3551,4,2,0.6667,1.0,0.5,2,0,2,3,8.667,0.289,0.299,0.308,0.292,9,0.3,0.571,0.429,0.857,7.667,0.256,0.351,0.356,0.348,0.2,0.667,13.333,0.445,0.0,0.0,0.0,0.6,0.0,12.333,0.411,0.051,0.042,0.067,0.533,0.111,ok,
282,1777522979,6,5,3656,4,2,0.3333,0.5,0.25,1,1,3,3,5.667,0.189,0.499,0.454,0.56,10,0.333,0.5,0.385,0.714,5.667,0.189,0.499,0.454,0.56,0.333,0.5,8.667,0.289,0.125,0.111,0.143,0.367,0.353,10.333,0.345,0.0,0.0,0.0,0.533,0.0,ok,
283,1777522980,6,5,3573,4,2,0.6667,1.0,0.5,2,0,2,3,6.0,0.2,0.455,0.4,0.528,11,0.367,0.476,0.417,0.556,5.333,0.178,0.506,0.449,0.583,0.4,0.455,6.333,0.211,0.238,0.208,0.278,0.333,0.545,10.0,0.333,0.037,0.028,0.056,0.667,0.091,ok,
284,1777522981,6,5,3377,4,3,0.8571,1.0,0.75,3,0,1,4,3.75,0.125,0.7,0.726,0.701,6,0.2,0.7,0.583,0.875,4.5,0.15,0.662,0.629,0.705,0.3,0.571,12.25,0.408,0.0,0.0,0.0,0.5,0.286,12.5,0.417,0.0,0.0,0.0,0.567,0.19,ok,
285,1777522982,6,5,3607,4,4,1.0,1.0,1.0,4,0,0,5,5.0,0.167,0.481,0.586,0.47,9,0.3,0.308,0.222,0.5,6.0,0.2,0.332,0.326,0.34,0.333,0.167,11.2,0.373,0.0,0.0,0.0,0.567,0.0,11.0,0.366,0.0,0.0,0.0,0.567,0.0,ok,
286,1777522983,6,5,3382,4,2,0.6667,1.0,0.5,2,0,2,3,7.0,0.233,0.222,0.222,0.222,14,0.467,0.125,0.111,0.143,6.667,0.222,0.222,0.222,0.222,0.433,0.133,9.0,0.3,0.048,0.042,0.056,0.467,0.125,10.667,0.356,0.0,0.0,0.0,0.667,0.0,ok,
287,1777522984,6,5,3763,4,3,0.8571,1.0,0.75,3,0,1,4,8.0,0.266,0.469,0.452,0.49,17,0.567,0.37,0.278,0.556,9.5,0.317,0.422,0.399,0.455,0.6,0.357,11.25,0.375,0.067,0.05,0.1,0.667,0.167,11.75,0.392,0.033,0.025,0.05,0.7,0.087,ok,
288,1777522985,6,5,3575,4,4,0.75,0.75,0.75,3,1,1,5,4.0,0.133,0.499,0.51,0.5,8,0.267,0.429,0.3,0.75,4.0,0.134,0.511,0.533,0.5,0.3,0.4,8.2,0.274,0.04,0.033,0.05,0.433,0.133,8.4,0.28,0.0,0.0,0.0,0.4,0.0,ok,
289,1777522986,6,5,3551,4,4,0.75,0.75,0.75,3,1,1,5,6.2,0.206,0.402,0.373,0.443,12,0.4,0.333,0.25,0.5,6.4,0.213,0.373,0.353,0.403,0.433,0.235,10.0,0.333,0.0,0.0,0.0,0.467,0.125,10.0,0.333,0.0,0.0,0.0,0.5,0.0,ok,
290,1777522987,6,5,3556,4,2,0.6667,1.0,0.5,2,0,2,3,7.667,0.256,0.333,0.333,0.333,17,0.567,0.0,0.0,0.0,7.333,0.245,0.375,0.37,0.381,0.5,0.118,7.667,0.256,0.148,0.121,0.19,0.433,0.381,9.0,0.3,0.0,0.0,0.0,0.567,0.0,ok,
291,1777522988,6,5,3690,4,5,0.8889,0.8,1.0,4,1,0,6,6.167,0.206,0.167,0.167,0.167,12,0.4,0.143,0.125,0.167,7.667,0.256,0.167,0.167,0.167,0.5,0.0,8.333,0.278,0.0,0.0,0.0,0.433,0.133,8.333,0.278,0.0,0.0,0.0,0.433,0.133,ok,
292,1777522989,6,5,3681,4,4,1.0,1.0,1.0,4,0,0,5,7.4,0.247,0.373,0.325,0.462,12,0.4,0.4,0.308,0.571,6.4,0.213,0.389,0.333,0.491,0.467,0.417,9.2,0.307,0.0,0.0,0.0,0.5,0.118,9.2,0.307,0.0,0.0,0.0,0.5,0.118,ok,
293,1777522990,6,5,3312,4,3,0.8571,1.0,0.75,3,0,1,4,9.0,0.3,0.366,0.336,0.46,14,0.467,0.462,0.353,0.667,8.75,0.292,0.366,0.334,0.46,0.4,0.5,12.25,0.408,0.194,0.148,0.298,0.467,0.562,15.25,0.508,0.028,0.023,0.036,0.767,0.08,ok,
294,1777522991,6,5,3341,4,4,0.75,0.75,0.75,3,1,1,5,5.2,0.173,0.463,0.447,0.495,11,0.367,0.421,0.333,0.571,5.0,0.167,0.493,0.473,0.529,0.333,0.444,9.2,0.307,0.0,0.0,0.0,0.567,0.0,8.8,0.293,0.025,0.022,0.029,0.533,0.111,ok,
295,1777522992,6,5,3480,4,3,0.5714,0.6667,0.5,2,1,2,4,6.5,0.217,0.46,0.5,0.44,9,0.3,0.4,0.429,0.375,6.75,0.225,0.426,0.475,0.398,0.267,0.429,15.0,0.5,0.0,0.0,0.0,0.633,0.24,15.0,0.5,0.0,0.0,0.0,0.667,0.0,ok,
296,1777522993,6,5,3590,4,1,0.4,1.0,0.25,1,0,3,2,4.0,0.134,0.75,0.75,0.75,22,0.733,0.421,0.267,1.0,4.0,0.134,0.75,0.75,0.75,0.733,0.421,6.0,0.2,0.25,0.208,0.312,0.733,0.421,9.0,0.3,0.1,0.084,0.125,0.733,0.421,ok,
297,1777522994,6,5,3495,4,2,0.6667,1.0,0.5,2,0,2,3,5.0,0.167,0.503,0.528,0.5,12,0.4,0.143,0.125,0.167,6.333,0.211,0.405,0.388,0.445,0.367,0.353,14.0,0.466,0.044,0.037,0.056,0.633,0.095,14.0,0.466,0.0,0.0,0.0,0.567,0.0,ok,
298,1777522995,6,5,3786,4,3,0.8571,1.0,0.75,3,0,1,4,5.0,0.166,0.468,0.542,0.421,9,0.3,0.308,0.286,0.333,5.0,0.166,0.468,0.542,0.421,0.3,0.308,10.5,0.35,0.0,0.0,0.0,0.533,0.0,10.5,0.35,0.0,0.0,0.0,0.533,0.0,ok,
299,1777522996,6,5,3370,4,3,0.8571,1.0,0.75,3,0,1,4,2.25,0.075,0.45,0.5,0.416,4,0.133,0.333,0.333,0.333,2.25,0.075,0.45,0.5,0.416,0.133,0.333,4.25,0.142,0.0,0.0,0.0,0.2,0.25,4.25,0.142,0.0,0.0,0.0,0.2,0.25,ok,
300,1777522997,7,5,3498,4,4,1.0,1.0,1.0,4,0,0,5,9.8,0.233,0.379,0.444,0.341,14,0.333,0.3,0.333,0.273,10.2,0.243,0.359,0.424,0.316,0.333,0.3,20.4,0.486,0.0,0.0,0.0,0.714,0.062,20.4,0.486,0.0,0.0,0.0,0.738,0.0,ok,
301,1777522998,7,5,3361,4,4,1.0,1.0,1.0,4,0,0,5,11.4,0.272,0.165,0.178,0.165,25,0.595,0.242,0.182,0.364,11.4,0.271,0.178,0.177,0.183,0.5,0.276,16.6,0.395,0.0,0.0,0.0,0.667,0.222,16.4,0.391,0.0,0.0,0.0,0.714,0.118,ok,
302,1777522999,7,5,3347,4,3,0.8571,1.0,0.75,3,0,1,4,6.0,0.143,0.256,0.244,0.279,14,0.333,0.222,0.154,0.4,6.0,0.143,0.256,0.244,0.279,0.333,0.222,9.25,0.22,0.036,0.028,0.05,0.381,0.2,8.75,0.208,0.042,0.036,0.05,0.31,0.235,ok,
303,1777523000,7,5,3701,4,3,0.8571,1.0,0.75,3,0,1,4,7.25,0.172,0.428,0.405,0.486,14,0.333,0.364,0.267,0.571,10.0,0.238,0.172,0.136,0.242,0.476,0.167,12.5,0.298,0.0,0.0,0.0,0.405,0.105,12.5,0.298,0.0,0.0,0.0,0.429,0.0,ok,
304,1777523001,7,5,3688,4,3,0.8571,1.0,0.75,3,0,1,4,4.75,0.113,0.541,0.542,0.583,8,0.19,0.5,0.571,0.444,4.5,0.107,0.595,0.588,0.625,0.214,0.471,11.5,0.274,0.0,0.0,0.0,0.405,0.19,11.5,0.274,0.0,0.0,0.0,0.381,0.273,ok,
305,1777523002,7,5,3398,4,2,0.6667,1.0,0.5,2,0,2,3,11.333,0.27,0.209,0.25,0.181,22,0.524,0.0,0.0,0.0,11.333,0.27,0.209,0.25,0.181,0.524,0.0,18.0,0.429,0.125,0.101,0.164,0.667,0.222,19.0,0.453,0.0,0.0,0.0,0.619,0.133,ok,
306,1777523003,7,5,3318,4,2,0.3333,0.5,0.25,1,1,3,3,7.667,0.182,0.356,0.365,0.347,15,0.357,0.286,0.231,0.375,9.333,0.222,0.322,0.306,0.347,0.452,0.24,12.0,0.286,0.364,0.28,0.528,0.5,0.323,15.333,0.365,0.087,0.067,0.125,0.595,0.194,ok,
307,1777523004,7,5,3575,4,4,0.75,0.75,0.75,3,1,1,5,12.0,0.286,0.292,0.295,0.289,20,0.476,0.231,0.273,0.2,11.8,0.281,0.292,0.295,0.289,0.452,0.24,19.4,0.462,0.014,0.012,0.017,0.69,0.256,19.2,0.457,0.0,0.0,0.0,0.667,0.176,ok,
308,1777523005,7,5,3510,4,3,0.8571,1.0,0.75,3,0,1,4,9.75,0.232,0.348,0.338,0.369,19,0.452,0.24,0.176,0.375,10.0,0.238,0.313,0.296,0.338,0.476,0.231,15.75,0.375,0.022,0.017,0.031,0.548,0.148,16.0,0.381,0.0,0.0,0.0,0.595,0.0,ok,
309,1777523006,7,5,3676,4,3,0.8571,1.0,0.75,3,0,1,4,12.0,0.286,0.27,0.24,0.323,18,0.429,0.471,0.364,0.667,9.25,0.22,0.367,0.374,0.417,0.452,0.345,13.25,0.315,0.149,0.129,0.177,0.571,0.368,16.75,0.399,0.018,0.016,0.021,0.714,0.062,ok,
310,1777523007,7,5,3457,4,2,0.3333,0.5,0.25,1,1,3,3,15.0,0.357,0.149,0.137,0.169,19,0.452,0.345,0.25,0.556,13.667,0.325,0.186,0.2,0.18,0.476,0.333,17.667,0.42,0.03,0.026,0.037,0.5,0.16,17.667,0.42,0.03,0.026,0.037,0.524,0.083,ok,
311,1777523008,7,5,3554,4,4,1.0,1.0,1.0,4,0,0,5,8.2,0.195,0.386,0.387,0.387,19,0.452,0.24,0.176,0.375,8.4,0.2,0.385,0.384,0.387,0.476,0.231,13.2,0.314,0.0,0.0,0.0,0.548,0.148,12.6,0.3,0.0,0.0,0.0,0.524,0.0,ok,
312,1777523009,7,5,3502,4,2,0.3333,0.5,0.25,1,1,3,3,11.667,0.278,0.317,0.265,0.41,17,0.405,0.414,0.316,0.6,14.0,0.333,0.193,0.16,0.245,0.476,0.333,19.0,0.452,0.103,0.07,0.19,0.619,0.381,20.333,0.484,0.03,0.022,0.048,0.643,0.129,ok,
313,1777523010,7,5,3351,4,2,0.6667,1.0,0.5,2,0,2,3,8.667,0.206,0.383,0.389,0.41,15,0.357,0.4,0.333,0.5,10.0,0.238,0.328,0.313,0.376,0.405,0.32,15.667,0.373,0.065,0.055,0.081,0.595,0.138,16.667,0.397,0.0,0.0,0.0,0.643,0.0,ok,
314,1777523011,7,5,3509,4,3,0.2857,0.3333,0.25,1,2,3,4,14.5,0.346,0.062,0.062,0.062,21,0.5,0.087,0.125,0.067,14.5,0.346,0.062,0.062,0.062,0.5,0.087,18.5,0.44,0.135,0.116,0.162,0.571,0.429,21.75,0.518,0.0,0.0,0.0,0.881,0.0,ok,
315,1777523012,7,5,3455,4,3,0.5714,0.6667,0.5,2,1,2,4,11.0,0.262,0.382,0.432,0.351,17,0.405,0.37,0.333,0.417,11.75,0.28,0.35,0.39,0.328,0.429,0.308,20.75,0.494,0.072,0.059,0.091,0.714,0.167,23.75,0.565,0.0,0.0,0.0,0.762,0.059,ok,
316,1777523013,7,5,3586,4,3,0.5714,0.6667,0.5,2,1,2,4,5.25,0.125,0.651,0.866,0.531,6,0.143,0.667,0.857,0.545,5.75,0.137,0.622,0.825,0.508,0.167,0.632,18.75,0.446,0.087,0.077,0.1,0.643,0.229,21.0,0.5,0.0,0.0,0.0,0.738,0.0,ok,
317,1777523014,7,5,3450,4,3,0.5714,0.6667,0.5,2,1,2,4,12.75,0.304,0.252,0.215,0.314,22,0.524,0.353,0.25,0.6,11.75,0.28,0.33,0.287,0.395,0.5,0.364,16.75,0.399,0.025,0.019,0.036,0.571,0.2,16.75,0.399,0.0,0.0,0.0,0.571,0.077,ok,
